GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
DCP1A	3536	7161	3871	3119	2993	4132	1824	4658	3287
DCP1B	1418	2592	1015	831	697	931	720	1481	1043
DCP2	4618	10551	4098	3651	4763	7456	3049	6839	5318
DCPS	2013	5408	1815	1482	979	1212	1219	1976	2190
DCST1	0	0	0	8	37	14	5	0	6
DCST2	10	0	6	0	76	86	0	7	3
DCTD	5441	12690	5453	4162	3299	4434	3366	7147	5678
DCTN1	13337	31948	13503	8113	7440	12017	8505	14425	12070
DCTN2	6586	18025	6523	4487	3556	5369	5097	7410	7433
DCTN3	4529	12610	4224	3975	2281	3347	2943	5846	4888
DCTN4	2889	6271	2787	1456	1899	3575	1781	2780	2587
DCTN5	3210	5427	2879	1452	2216	3361	1660	2757	2149
DCTN6	899	1919	671	578	720	1050	445	1006	659
DCTPP1	1910	3961	1510	1518	599	905	1070	2030	1822
DCT	1	0	35	0	22	3	15	0	0
DCUN1D1	1292	2474	1347	669	650	1308	744	1483	1171
DCUN1D2	643	1900	726	658	2219	1802	441	874	736
DCUN1D3	191	535	121	187	428	367	125	203	185
DCUN1D4	1038	1377	879	715	1400	1699	493	892	734
DCUN1D5	982	1880	845	549	464	693	531	775	878
DCXR	3992	10905	2374	3171	1544	2795	1726	3588	2797
DCX	7	12	15	45	120	28	4	54	29
DDA1	3503	8614	3112	2992	3033	3320	1865	4626	3633
DDAH1	12	4	0	21	19	17	3	23	3
DDAH2	2393	7743	2095	3046	1676	2029	1559	3288	2622
DDB1	14235	30276	12485	7582	5512	9654	8881	13563	13050
DDB2	1493	2950	1339	1000	3123	3542	824	1678	1731
DDC	5	0	0	0	6	14	4	0	0
DDHD1	1196	2604	1407	1015	4372	4848	732	1988	1171
DDHD2	3629	6161	3393	2032	3569	4323	1946	3996	3229
DDI1	0	0	0	11	5	7	0	0	0
DDI2	444	855	342	99	203	478	179	236	189
DDIT3	655	2218	690	914	1734	1589	481	1133	792
DDIT4L	0	42	4	0	8	0	18	0	10
DDIT4	11220	25810	9688	10470	9718	12962	4878	24054	21938
DDN	1	0	23	12	12	10	0	0	17
DDOST	21505	57611	21218	14260	9536	15739	15012	27035	23970
DDO	78	96	35	91	63	92	37	86	125
DDR1	353	905	349	329	439	495	277	450	319
DDR2	3	18	32	1	25	3	3	23	8
DDRGK1	4030	13045	3891	3943	2258	3111	2784	4591	4823
DDTL	74	91	87	117	215	187	43	117	121
DDT	4781	16923	3384	5554	2412	3950	3276	5048	4916
DDX10	2245	4268	2014	1932	2087	2046	1020	2754	1900
DDX11L1	307	449	51	216	126	445	28	471	57
DDX11	1646	3096	1782	1522	902	1064	98	1189	956
DDX17	11819	26492	8590	9513	45430	59176	5879	12890	10170
DDX18	10420	19237	9567	7116	5177	7468	5630	11772	8777
DDX19A	5096	12100	4480	4590	3877	4212	2852	6032	4375
DDX19B	3631	7220	3256	1730	1714	2685	2040	4143	3192
DDX1	4415	8148	3518	2783	1929	2794	2374	4206	3367
DDX20	1320	3028	1128	872	1530	1856	543	1506	1385
DDX21	12044	21701	11078	6181	6982	9762	6344	13507	10565
DDX23	6440	12832	5440	4451	6124	6767	3796	7003	5278
DDX24	9604	17817	8908	6743	7748	10062	4978	9892	8526
DDX25	0	0	0	0	9	1	4	7	0
DDX26B	901	1885	815	830	3448	3757	486	1127	762
DDX27	6044	15160	5770	4713	4043	5932	3731	7701	5771
DDX28	3404	7961	3388	2325	1468	2138	1841	3579	3144
DDX31	740	1453	619	373	639	607	218	655	480
DDX39A	5006	12727	4403	4318	8108	9437	2997	6410	4642
DDX3X	35345	59143	23459	18555	18659	31261	14393	24633	23446
DDX3Y	1	14477	7190	2	11529	13668	3963	7578	5732
DDX41	5422	13679	4323	3721	4163	6439	3144	5244	4944
DDX42	9346	19159	7633	6720	8130	10548	4809	8047	6103
DDX43	175	284	159	8	82	241	59	126	150
DDX46	13075	27463	12829	9911	7477	11740	8030	14649	14107
DDX47	2621	5248	1602	2224	2739	2987	1217	3024	2298
DDX49	3634	8894	2822	2135	1758	2873	2131	4078	3185
DDX4	0	0	0	0	27	0	0	0	0
DDX50	5013	11152	4761	3589	2662	3603	2675	5722	4458
DDX51	2453	4824	1826	1628	5352	4722	1102	3064	1672
DDX52	1078	1882	912	751	1164	1438	597	1139	776
DDX53	0	0	0	0	0	0	0	0	0
DDX54	8704	23213	7646	7231	5645	7704	5064	10146	8175
DDX55	2056	3622	1568	2582	3363	3430	984	2365	1532
DDX56	2361	4515	1768	1748	5463	5159	1027	2184	2019
DDX58	2670	5055	2443	1592	1962	2954	1263	2983	2151
DDX59	1266	3004	978	602	1119	1201	805	1602	1272
DDX5	71171	185419	73255	42167	63430	107882	42652	81434	75756
DDX60L	3911	6198	2153	2033	5088	6797	1579	3610	3217
DDX60	3265	5996	3375	1641	2128	3126	1628	3154	2671
DDX6	19363	34533	15327	13516	12242	17510	8234	17732	14780
DEAF1	4223	8431	4007	2780	1988	2763	2310	3981	3203
DEC1	0	1	4	29	52	13	0	30	17
DECR1	4106	10701	3692	3147	3004	4148	2666	4216	4060
DECR2	393	894	377	201	414	349	292	595	290
DEDD2	9584	26518	9467	10060	6027	8165	6671	14109	12073
DEDD	2909	7763	3220	2032	2519	3390	2099	3455	3079
DEF6	11454	29605	9336	8885	12399	12468	6751	13888	9073
DEF8	3390	8795	2463	2443	6315	8328	1853	3185	2849
DEFA1	3873	4446	2279	54181	1990	2610	6106	1927	17431
DEFA4	77	66	50	1437	65	48	242	52	472
DEFA5	0	0	0	2	0	0	0	0	0
DEFA6	0	0	0	0	0	6	0	0	0
DEFB103A	0	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	1	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0	0	0	0
DEFB109P1B	0	5	2	5	10	9	2	0	0
DEFB110	0	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0
DEFB122	0	0	0	0	9	0	0	0	0
DEFB123	0	0	0	0	3	0	0	0	0
DEFB124	0	0	0	0	0	0	0	0	0
DEFB125	0	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	3	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0
DEFB130	0	0	0	0	0	0	0	0	0
DEFB131	0	0	0	0	3	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0
DEFB1	2	8	1	0	0	0	2	0	0
DEFB4A	0	0	0	0	0	0	0	0	0
DEGS1	5525	12679	4793	5320	2594	3944	3193	5737	5958
DEGS2	25	70	40	0	13	11	14	33	58
DEK	14160	30622	16514	8860	8173	13992	9701	17841	15774
EXO5	219	684	441	242	576	702	139	531	276
DENND1A	5687	16590	4880	3843	2491	4807	3515	5768	5907
DENND1B	341	712	473	185	338	583	234	327	322
DENND1C	9105	24491	9264	6862	12758	14573	6052	10878	8881
DENND2A	51	151	123	354	1006	358	73	232	112
DENND2C	50	117	85	79	87	82	30	60	83
DENND2D	7217	11947	5111	3555	5095	5070	2211	6488	3933
DENND3	3668	10065	4512	3100	7718	10082	2850	6254	5650
DENND4A	2174	3924	2091	1087	2287	3207	1207	1858	1783
DENND4B	8832	20342	8454	6989	21152	29472	4617	12006	8035
DENND4C	3973	6055	4301	2772	3233	4296	1795	4529	3440
DENND5A	10137	29669	11619	7199	6758	13005	7277	10641	11364
